Category,Field,Seller Level,Seller In Same Level,Basic Price,Standard Price,Premium Price,Basic Delivery,Standard Delivery,Premium Delivery,Basic Revision,Standard Revision,Premium Revision,Rating,Rating Count,Country,Member Since,Avg Response Time,Last Delivery,Order in Queue,is_single_plan,Arabic,Bengali,Chinese,Dutch,English,French,German,Hindi,Indonesian,Italian,Polish,Portuguese,Punjabi,Russian,Spanish,Turkish,Ukrainian,Urdu
Business,legal-consulting-services,3.0,1200,5.0,15.0,25.0,1,1,2,-1,-1,-1,4.9,1332.0,Philippines,,,,0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,30.0,70.0,100.0,3,6,10,-1,-1,-1,4.9,100.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Business,legal-consulting-services,3.0,1200,5.0,25.0,50.0,1,2,3,-1,-1,-1,4.9,144.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,35.0,40.0,45.0,5,5,5,-1,-1,-1,5.0,31.0,India,,,,0,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,15.0,50.0,300.0,2,5,14,-1,-1,-1,5.0,274.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,150.0,150.0,150.0,5,5,5,-1,-1,-1,4.9,127.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,20.0,100.0,150.0,7,7,10,-1,-1,-1,4.8,18.0,Pakistan,,,,0,False,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,5.0,10.0,20.0,1,2,2,-1,-1,-1,5.0,233.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,65.0,130.0,180.0,3,3,3,-1,-1,-1,5.0,47.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,10.0,40.0,50.0,1,1,1,-1,-1,-1,4.9,568.0,China,,,,0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,50.0,50.0,50.0,3,3,3,-1,-1,-1,5.0,354.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,5.0,20.0,50.0,1,1,3,-1,-1,-1,5.0,537.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,50.0,150.0,200.0,7,7,7,-1,-1,-1,4.8,45.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,50.0,50.0,50.0,2,2,2,-1,-1,-1,4.9,34.0,Finland,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,35.0,45.0,60.0,4,3,2,-1,-1,-1,5.0,491.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,200.0,250.0,300.0,3,4,5,-1,-1,-1,4.9,48.0,Turkey,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Business,legal-consulting-services,3.0,1200,30.0,35.0,45.0,2,3,4,-1,-1,-1,4.9,58.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,100.0,125.0,600.0,2,3,3,0,1,2,4.9,199.0,Pakistan,,,,0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,345.0,345.0,345.0,2,2,2,-1,-1,-1,5.0,80.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,30.0,60.0,75.0,3,3,2,-1,-1,-1,5.0,303.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,80.0,160.0,300.0,2,2,4,-1,-1,-1,5.0,250.0,India,,,,0,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,5.0,15.0,35.0,1,1,3,-1,-1,-1,4.9,175.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,5.0,15.0,25.0,1,2,2,-1,-1,-1,4.9,1190.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,10.0,20.0,30.0,1,2,3,-1,-1,-1,4.9,208.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,30.0,45.0,70.0,2,2,3,1,1,2,5.0,99.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Business,legal-consulting-services,3.0,1200,50.0,100.0,150.0,4,4,4,-1,-1,-1,4.9,14.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,5.0,15.0,25.0,1,2,2,-1,-1,-1,5.0,19.0,Philippines,,,,0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,100.0,195.0,500.0,1,3,10,-1,-1,-1,4.9,72.0,China,,,,0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,120.0,150.0,175.0,2,3,5,-1,-1,-1,5.0,59.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,10.0,20.0,40.0,1,1,2,0,0,0,5.0,307.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,10.0,30.0,60.0,1,2,2,1,2,3,4.9,80.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Business,legal-consulting-services,3.0,1200,45.0,55.0,75.0,3,2,2,-1,-1,-1,4.9,25.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,5.0,20.0,55.0,1,2,3,-1,-1,-1,5.0,822.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,3.0,1200,30.0,60.0,100.0,2,3,4,3,4,5,4.8,974.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,26.86,53.71,89.53,2,3,4,2,4,5,4.8,445.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,26.86,26.86,26.86,4,4,4,-1,-1,-1,5.0,1418.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,3.0,1200,85.05,85.05,85.05,6,6,6,-1,-1,-1,4.9,294.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,125.0,150.0,180.0,2,3,4,0,1,2,4.8,9.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,867.63,867.63,867.63,3,3,3,100,100,100,4.9,45.0,United Kingdom,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,144.59,289.22,433.81,1,1,1,5,8,0,5.0,12.0,Pakistan,,,,0,False,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,578.41,1156.81,2313.67,5,5,5,0,0,0,5.0,103.0,Australia,,,,0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,144.59,289.22,578.41,1,1,1,0,0,0,4.7,13.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,75.0,75.0,75.0,4,4,4,-1,-1,-1,5.0,14.0,Spain,,,,0,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,15.0,50.0,1,2,2,-1,-1,-1,4.8,27.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,10.0,15.0,50.0,1,2,2,-1,-1,-1,4.8,40.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,10.0,30.0,60.0,1,1,2,2,3,5,4.7,16.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,5.0,10.0,100.0,1,2,3,-1,-1,-1,4.6,22.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,2,0,0,0,5.0,12.0,Pakistan,,,,0,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,2,-1,-1,-1,5.0,13.0,Pakistan,,,,0,False,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,25.0,35.0,75.0,2,2,4,-1,-1,-1,4.9,6.0,Spain,,,,0,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,50.0,50.0,50.0,2,2,2,-1,-1,-1,5.0,3.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,30.0,90.0,150.0,2,3,4,0,0,0,5.0,4.0,Kenya,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,5.0,5.0,5.0,7,7,7,-1,-1,-1,4.5,2.0,India,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,60.0,120.0,180.0,2,3,5,-1,-1,-1,4.8,9.0,United Kingdom,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,15.0,50.0,1,2,2,-1,-1,-1,4.8,9.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,1,2,-1,-1,-1,5.0,5.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,10.0,20.0,50.0,2,2,4,-1,-1,-1,5.0,3.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,3,-1,-1,-1,5.0,6.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,35.0,75.0,95.0,2,7,21,-1,-1,-1,5.0,14.0,Pakistan,,,,0,False,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,25.0,35.0,2,2,2,3,5,0,5.0,18.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,20.0,45.0,300.0,1,3,14,-1,-1,-1,5.0,5.0,Pakistan,,,,0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,1,1,-1,-1,-1,4.7,15.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,900.0,1000.0,2000.0,14,14,14,-1,-1,-1,5.0,18.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,20.0,30.0,300.0,1,3,14,-1,-1,-1,5.0,10.0,Pakistan,,,,0,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,4.47,8.95,447.63,3,2,1,1,2,3,4.6,11.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,268.58,268.58,268.58,7,7,7,-1,-1,-1,4.8,11.0,India,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,3,-1,-1,-1,5.0,5.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,3,-1,-1,-1,5.0,3.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,2500.0,3100.0,3550.0,10,10,14,-1,-1,-1,5.0,7.0,Ukraine,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Business,legal-consulting-services,1.0,5800,750.0,900.0,1000.0,3,3,5,-1,-1,-1,5.0,35.0,Romania,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,10.0,20.0,30.0,1,2,3,-1,-1,-1,4.8,13.0,Pakistan,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Business,legal-consulting-services,1.0,5800,750.0,900.0,1000.0,3,4,5,1,1,2,5.0,19.0,Romania,,,,0,False,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,300.0,450.0,700.0,3,3,3,-1,-1,-1,5.0,4.0,Bangladesh,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business,legal-consulting-services,1.0,5800,520.0,520.0,520.0,7,7,7,-1,-1,-1,5.0,1.0,Romania,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
